BATHRM,HF_BATHRM,ROOMS,BEDRM,AYB,YR_RMDL,STORIES,SALEDATE,SALEMONTH,SALEDAY,SALEYEAR,GBA,CNDTN,LANDAREA,PRICE
4,2,9,6,1895,2011,3,5/28/99 0:00,5,28,1999,2475,Good,1547,175000
4,1,10,5,1895,2013,3,4/13/16 0:00,4,13,2016,2492,Very Good,1547,2000000
2,1,8,5,1895,1972,3,4/3/97 0:00,4,3,1997,2520,Average,1547,159000
3,1,9,4,1895,2010,3,10/24/11 0:00,10,24,2011,2686,Good,1547,995000
3,0,10,3,1895,2013,3,4/8/09 0:00,4,8,2009,3398,Good,1547,399500
4,1,11,5,1895,2016,2,1/19/17 0:00,1,19,2017,3041,Very Good,1734,2325000
2,1,8,4,1895,2002,3,7/19/02 0:00,7,19,2002,2499,Average,1734,415000
2,0,8,4,1895,2008,3,2/15/06 0:00,2,15,2006,2495,Good,1734,849000
3,1,8,4,1900,2004,3,8/13/04 0:00,8,13,2004,1747,Good,660,650000
3,0,8,3,1900,1991,2,4/20/01 0:00,4,20,2001,1462,Good,1020,270000
4,1,7,4,1890,2013,3,4/23/12 0:00,4,23,2012,3468,Good,2400,780000
3,0,9,3,1881,2016,2,3/17/15 0:00,3,17,2015,1336,Very Good,913,650000
3,0,6,3,1880,2008,3,10/18/02 0:00,10,18,2002,1248,Average,650,232000
1,0,6,3,1880,2013,3,7/29/13 0:00,7,29,2013,1248,Average,650,415000
2,1,8,3,1890,2010,2,2/9/11 0:00,2,9,2011,2166,Good,1249,570000
3,1,6,3,1916,2002,2,9/19/08 0:00,9,19,2008,1372,Good,2767,425000
3,1,8,3,1913,2006,2,6/18/15 0:00,6,18,2015,1800,Good,1587,935000
2,1,5,2,1900,2014,2,3/31/17 0:00,3,31,2017,1508,Good,1289,1060000
3,0,4,3,1900,2006,2,8/4/09 0:00,8,4,2009,2232,Good,1887,776000
2,1,4,2,1900,2005,2,5/31/06 0:00,5,31,2006,1064,Good,1510,665000
3,1,10,5,1900,2004,2,9/21/04 0:00,9,21,2004,1376,Average,1310,520000
3,1,8,4,1900,2012,3,11/27/12 0:00,11,27,2012,2550,Good,1474,890000
3,1,5,3,1900,2010,2,9/10/14 0:00,9,10,2014,2182,Good,1745,1292500
1,1,6,3,1900,2006,3,6/2/09 0:00,6,2,2009,2016,Good,1197,314220
3,1,6,4,1900,2014,2,10/25/05 0:00,10,25,2005,1642,Good,1509,795000
2,1,7,3,1900,2009,2,4/13/18 0:00,4,13,2018,1191,Good,1538,818000
3,1,7,3,1900,2006,2,4/4/06 0:00,4,4,2006,1418,Average,1415,470000
2,0,6,3,1913,2012,2,8/8/00 0:00,8,8,2000,1634,Average,1594,330000
2,0,6,3,1923,2007,2,10/30/08 0:00,10,30,2008,1516,Average,1594,751400
3,0,7,3,1889,2015,2,12/17/14 0:00,12,17,2014,1228,Very Good,1063,1010000
3,1,8,3,1889,2014,2,5/31/18 0:00,5,31,2018,1009,Very Good,1063,1250000
2,0,7,4,1891,1988,3,9/6/95 0:00,9,6,1995,3000,Good,1411,211500
2,1,8,2,1906,2014,2,10/10/14 0:00,10,10,2014,1450,Good,1331,880000
1,1,6,3,1900,2011,2,5/10/17 0:00,5,10,2017,1226,Good,1267,825000
2,0,6,3,1912,2004,2,1/22/13 0:00,1,22,2013,1054,Average,1267,470000
2,0,6,4,1919,2011,2,6/13/02 0:00,6,13,2002,1234,Good,1267,125000
3,1,5,4,1880,2013,2,8/14/17 0:00,8,14,2017,2158,Good,1236,1174000
1,1,5,3,1907,2007,2,6/3/11 0:00,6,3,2011,1026,Very Good,1902,759000
2,1,6,3,1950,2002,2,3/14/07 0:00,3,14,2007,1728,Good,1664,700000
2,1,4,2,1900,2009,2,8/20/13 0:00,8,20,2013,1250,Good,1188,665000
2,1,5,2,1810,1992,2,9/13/16 0:00,9,13,2016,902,Average,1486,787500
5,2,12,6,1900,2012,2,5/30/12 0:00,5,30,2012,2369,Very Good,1505,1250000
2,1,6,2,2012,2012,1,5/29/12 0:00,5,29,2012,1080,Good,795,699000
3,1,9,5,1895,2004,3,3/22/17 0:00,3,22,2017,2473,Good,1530,1300000
3,1,9,5,1895,2003,3,3/22/10 0:00,3,22,2010,2444,Average,1530,663000
2,1,8,5,1890,2006,3,3/15/07 0:00,3,15,2007,2774,Average,1530,325279
4,1,16,5,1900,2007,3,12/18/03 0:00,12,18,2003,3178,Average,1050,875000
2,1,8,5,1885,1978,3,1/17/07 0:00,1,17,2007,2553,Good,990,325279
2,0,4,4,1885,2010,3,5/20/09 0:00,5,20,2009,2416,Average,1642,430000
3,1,10,4,1889,2013,3,12/5/17 0:00,12,5,2017,2350,Very Good,1642,1525000
2,1,8,4,1885,2014,3,11/9/15 0:00,11,9,2015,2221,Very Good,1544,1240000
2,0,7,4,1895,2014,2,12/20/16 0:00,12,20,2016,2196,Good,1544,1600000
2,1,8,3,1895,2004,2,5/3/17 0:00,5,3,2017,1892,Good,1417,1160000
3,1,11,4,1895,2005,2,10/18/07 0:00,10,18,2007,2803,Good,1416,849900
3,1,7,3,1880,2006,2,5/18/11 0:00,5,18,2011,1312,Good,1424,667000
1,1,7,4,1900,1978,2,4/27/00 0:00,4,27,2000,1770,Average,823,126000
2,1,6,3,1880,2010,2,10/23/17 0:00,10,23,2017,832,Good,1167,830258
2,1,10,3,1890,2000,2,7/14/00 0:00,7,14,2000,1812,Good,1529,202300
7,0,14,10,1900,2012,3,10/24/11 0:00,10,24,2011,3238,Good,1160,840000
1,0,5,2,1911,1977,2,10/30/17 0:00,10,30,2017,974,Average,560,440000
1,1,6,3,1891,2002,2,6/13/14 0:00,6,13,2014,1094,Good,513,543000
2,1,6,3,1894,2010,2,11/5/09 0:00,11,5,2009,1096,Good,513,457500
2,0,7,3,1880,2009,3,8/19/11 0:00,8,19,2011,1284,Good,407,655000
2,0,6,2,1900,2013,3,7/10/18 0:00,7,10,2018,1236,Good,506,765000
1,1,6,2,1880,2007,3,1/4/08 0:00,1,4,2008,1326,Good,506,515000
2,1,10,3,1865,2011,3,7/25/11 0:00,7,25,2011,1190,Average,281,590000
1,0,5,1,1890,1981,2,7/28/15 0:00,7,28,2015,800,Average,603,499900
1,1,5,2,1890,2008,2,12/24/09 0:00,12,24,2009,904,Good,782,494000
1,0,4,1,1890,1981,2,6/29/00 0:00,6,29,2000,884,Average,703,150000
1,1,5,2,1890,1981,2,6/5/15 0:00,6,5,2015,840,Average,915,509000
2,1,5,2,1900,2005,3,6/3/15 0:00,6,3,2015,1353,Good,497,725000
3,1,13,5,1905,1988,3,5/1/00 0:00,5,1,2000,2338,Average,1266,525000
3,1,11,5,1870,2006,3,12/19/13 0:00,12,19,2013,2387,Good,1078,880000
2,1,6,3,1926,2014,2,10/19/09 0:00,10,19,2009,2160,Good,1900,752080
1,1,6,3,1890,1981,2,10/14/03 0:00,10,14,2003,1782,Good,1900,513000
2,0,6,2,1913,2002,2,11/30/10 0:00,11,30,2010,1228,Good,1140,594900
1,1,8,3,1895,2005,2,8/10/99 0:00,8,10,1999,1892,Good,1417,225000
4,0,12,4,1900,2010,3,5/9/08 0:00,5,9,2008,2498,Good,1833,500000
3,1,10,5,1880,2013,3,10/18/10 0:00,10,18,2010,2969,Average,1900,715000
4,1,11,6,1920,1981,3,7/6/06 0:00,7,6,2006,2967,Average,1900,900000
3,1,8,3,1890,2017,2,6/15/17 0:00,6,15,2017,1606,Very Good,1900,1800000
3,1,7,4,1890,2010,2,6/11/09 0:00,6,11,2009,2042,Average,1900,599500
2,1,7,3,1890,2006,2,6/19/07 0:00,6,19,2007,1906,Good,1900,829000
3,0,8,3,1890,2009,2,10/14/08 0:00,10,14,2008,2010,Good,1900,675790
1,1,7,3,1890,2011,2,6/28/12 0:00,6,28,2012,2150,Very Good,1900,896000
2,1,7,3,1890,2009,2,2/19/10 0:00,2,19,2010,2110,Good,1900,615000
2,0,8,4,1900,2009,2,5/5/16 0:00,5,5,2016,1980,Average,1650,1205000
3,0,9,4,1905,1975,2,10/7/03 0:00,10,7,2003,1660,Average,945,680000
2,0,4,2,1900,1988,2,12/27/04 0:00,12,27,2004,1134,Good,1185,525000
2,0,4,2,1900,2009,2,1/10/17 0:00,1,10,2017,1134,Very Good,1184,710000
2,1,6,2,1905,2009,2,7/31/09 0:00,7,31,2009,1536,Good,1441,695250
3,1,10,4,1900,2011,3,9/29/06 0:00,9,29,2006,1814,Average,1968,514000
1,0,6,3,1911,2000,2,11/25/09 0:00,11,25,2009,1200,Good,880,365000
1,0,6,3,1911,2015,2,10/26/16 0:00,10,26,2016,1200,Very Good,880,690000
2,1,6,2,1911,2013,2,5/31/17 0:00,5,31,2017,1168,Very Good,1600,715000
2,0,6,2,1911,2012,2,5/10/12 0:00,5,10,2012,1168,Very Good,1600,435500
2,0,6,3,1909,1982,2,3/4/03 0:00,3,4,2003,1600,Average,1392,133000
2,1,6,3,1909,2013,2,9/4/13 0:00,9,4,2013,1600,Good,1388,590000
2,1,6,3,1909,1959,2,7/6/18 0:00,7,6,2018,1880,Average,1341,865000
2,1,6,3,1909,2004,2,5/3/06 0:00,5,3,2006,1600,Average,1392,450000
2,1,5,3,1909,2015,2,4/6/15 0:00,4,6,2015,1600,Very Good,1392,612100
2,1,6,3,1909,2015,2,12/24/15 0:00,12,24,2015,1440,Very Good,1392,685000
2,1,5,2,1909,2016,2,4/27/17 0:00,4,27,2017,1440,Very Good,1392,758000
1,1,5,3,1909,2011,2,3/19/15 0:00,3,19,2015,1440,Good,1392,450000
1,1,7,3,1909,1959,2,3/31/03 0:00,3,31,2003,1440,Average,1388,199500
1,1,5,3,1909,2011,2,1/31/01 0:00,1,31,2001,1720,Good,1392,83000
2,1,6,3,1909,1988,2,3/2/06 0:00,3,2,2006,1720,Average,1392,365000
1,1,6,2,1909,1989,2,1/28/16 0:00,1,28,2016,1440,Average,1392,543400
3,1,8,4,1968,2015,2,9/1/15 0:00,9,1,2015,1640,Good,1240,976000
3,1,9,4,1967,2015,2,9/22/15 0:00,9,22,2015,1640,Very Good,1271,929000
3,1,8,4,1967,2015,2,6/13/16 0:00,6,13,2016,1640,Good,1240,965000
3,1,7,3,1968,2008,2,11/6/14 0:00,11,6,2014,1640,Average,1240,850000
2,1,7,3,1967,2008,2,8/19/10 0:00,8,19,2010,1640,Average,1240,722500
3,1,8,3,1967,2001,2,6/5/13 0:00,6,5,2013,1640,Good,1271,775000
3,1,8,3,1967,2002,2,2/9/18 0:00,2,9,2018,1640,Average,1395,855000
3,1,8,4,1967,2015,2,8/17/16 0:00,8,17,2016,1640,Very Good,1430,991000
3,1,8,4,1965,2016,2,7/8/16 0:00,7,8,2016,1640,Very Good,1240,925000
2,0,5,2,1900,2002,2,1/17/02 0:00,1,17,2002,1582,Good,2000,180000
3,1,4,3,1900,2010,2,1/12/16 0:00,1,12,2016,2464,Very Good,2000,1467500
3,0,14,6,1900,2007,3,10/3/96 0:00,10,3,1996,3150,Average,2000,125500
2,1,8,4,1900,1976,2,11/6/17 0:00,11,6,2017,2318,Average,2000,1320000
2,0,6,3,1900,2009,2,12/11/97 0:00,12,11,1997,2666,Fair,2000,125000
2,0,6,3,1900,1993,2,1/26/94 0:00,1,26,1994,960,Good,1116,150000
2,1,7,2,1900,2013,2,5/9/18 0:00,5,9,2018,1580,Good,1333,1030000
2,1,6,3,1900,2006,2,12/12/02 0:00,12,12,2002,1444,Average,1333,229000
2,1,6,3,1900,2005,2,9/15/11 0:00,9,15,2011,1932,Very Good,1263,899000
1,1,6,2,1900,2009,2,5/23/17 0:00,5,23,2017,1120,Good,1396,925000
2,1,4,2,1900,2004,2,6/26/09 0:00,6,26,2009,1344,Average,1311,550000
2,0,8,3,1870,2011,2,5/3/01 0:00,5,3,2001,1738,Good,1616,130000
1,1,6,3,1870,2008,2,8/31/11 0:00,8,31,2011,1362,Good,1616,800000
4,1,12,6,1880,2015,3,8/20/13 0:00,8,20,2013,1697,Good,1472,681000
1,1,6,3,1880,2004,2,4/25/16 0:00,4,25,2016,1442,Good,1465,949000
4,1,14,5,1880,2005,3,7/10/06 0:00,7,10,2006,2818,Good,1465,1269000
1,1,5,3,1880,2005,2,6/7/06 0:00,6,7,2006,1256,Good,1465,665000
2,1,6,3,1880,1998,2,12/15/99 0:00,12,15,1999,1256,Good,1465,289000
2,0,6,3,1880,1982,2,8/5/02 0:00,8,5,2002,1256,Good,1465,235000
3,0,15,8,1900,2010,3,12/6/17 0:00,12,6,2017,4621,Average,1900,399900
4,1,12,7,1900,2000,3,7/30/12 0:00,7,30,2012,2400,Very Good,2031,1318850
2,0,6,3,1890,1990,2,5/14/09 0:00,5,14,2009,1216,Average,983,340000
2,0,7,4,1890,2011,3,7/20/09 0:00,7,20,2009,1872,Good,991,215000
2,1,5,3,1890,2010,2,12/16/15 0:00,12,16,2015,1260,Good,991,769000
2,1,5,2,1890,2006,2,12/26/07 0:00,12,26,2007,978,Good,667,449000
1,1,6,2,1890,2006,2,11/9/17 0:00,11,9,2017,1056,Good,667,705000
1,1,5,2,1890,2004,2,11/7/14 0:00,11,7,2014,954,Good,667,523000
1,1,5,2,1890,2009,2,9/14/17 0:00,9,14,2017,1200,Good,703,659000
1,1,5,2,1890,2016,2,7/3/17 0:00,7,3,2017,954,Very Good,667,680000
2,1,12,4,1890,2010,3,3/13/07 0:00,3,13,2007,1512,Good,844,330000
1,0,4,2,1890,2004,2,1/25/05 0:00,1,25,2005,728,Average,619,200000
1,0,4,2,1890,2005,2,5/9/14 0:00,5,9,2014,672,Good,494,525000
1,0,4,2,1890,2005,2,6/6/14 0:00,6,6,2014,650,Good,445,510000
2,1,6,2,1890,2017,2,12/20/17 0:00,12,20,2017,1008,Good,448,710000
1,1,6,3,1909,1998,2,1/10/18 0:00,1,10,2018,1768,Average,1363,780000
2,1,6,3,1909,2011,2,12/21/11 0:00,12,21,2011,1720,Good,1291,380000
2,0,6,2,1909,1991,2,7/26/06 0:00,7,26,2006,1720,Average,1291,130000
2,0,6,4,1890,1990,2,6/11/10 0:00,6,11,2010,1632,Average,1002,455000
1,1,7,3,1890,2002,2,1/8/10 0:00,1,8,2010,1504,Good,995,549000
3,0,9,5,1894,2004,2,3/10/15 0:00,3,10,2015,2322,Good,2100,942000
4,0,5,3,1950,2000,3,1/4/18 0:00,1,4,2018,2016,Good,3200,2250000
4,2,16,6,1900,2005,3,12/5/13 0:00,12,5,2013,3344,Very Good,2640,80000
2,1,8,4,1900,2005,2,5/24/06 0:00,5,24,2006,2222,Good,1540,289500
2,0,10,4,1900,2011,2,12/12/11 0:00,12,12,2011,2320,Average,1584,410000
2,0,10,4,1900,1990,2,7/2/01 0:00,7,2,2001,2164,Average,1584,125000
2,0,10,4,1900,2015,2,7/19/17 0:00,7,19,2017,2182,Good,1359,1150000
2,0,10,4,1900,2015,2,12/8/17 0:00,12,8,2017,2398,Very Good,1760,988000
1,0,5,2,1880,2011,2,8/25/17 0:00,8,25,2017,901,Good,1315,640000
4,0,12,4,1880,2003,2,9/10/08 0:00,9,10,2008,1956,Very Good,1555,763010
2,1,8,3,1880,2007,2,6/25/14 0:00,6,25,2014,1776,Good,1857,875000
2,1,5,3,1880,2007,2,1/17/08 0:00,1,17,2008,1026,Good,1880,540000
3,1,8,3,1900,2015,2,7/8/15 0:00,7,8,2015,1090,Very Good,656,1121000
3,1,8,3,1900,2015,2,4/18/16 0:00,4,18,2016,1090,Very Good,657,946675
3,0,8,4,1915,1985,2,9/4/03 0:00,9,4,2003,1070,Average,657,289900
4,1,8,4,1900,2009,2,12/30/13 0:00,12,30,2013,2178,Good,1986,862500
1,1,6,3,1900,2010,2,10/22/10 0:00,10,22,2010,1958,Average,1986,515000
3,0,15,9,1900,2000,3,6/2/03 0:00,6,2,2003,3153,Good,1986,625000
2,2,6,3,1900,2009,2,2/21/12 0:00,2,21,2012,1468,Good,1552,600000
2,0,10,4,1880,2005,2,11/17/17 0:00,11,17,2017,1424,Good,1465,850000
2,0,7,3,1880,2003,2,5/30/13 0:00,5,30,2013,1924,Good,1465,833500
2,1,8,3,1800,2009,2,9/16/16 0:00,9,16,2016,1236,Average,1435,1100000
2,1,9,3,1860,1998,2,4/14/99 0:00,4,14,1999,1232,Good,1435,225000
2,1,8,3,1880,2012,2,9/7/12 0:00,9,7,2012,1232,Good,1481,805000
2,1,8,3,1870,2011,2,9/8/16 0:00,9,8,2016,1760,Average,1486,1225000
1,1,8,3,1810,2006,2,11/7/17 0:00,11,7,2017,1480,Good,1486,1120000
2,1,6,3,1870,1992,2,2/23/00 0:00,2,23,2000,1580,Good,1616,325000
2,1,7,2,1870,2010,2,6/5/03 0:00,6,5,2003,1640,Average,1616,475000
1,0,5,2,1870,1983,2,4/14/94 0:00,4,14,1994,1575,Average,1616,129000
1,1,7,2,1880,2013,2,10/11/17 0:00,10,11,2017,1575,Good,1616,1200000
1,1,7,2,1870,2014,2,12/22/16 0:00,12,22,2016,2517,Good,1616,1760000
2,1,6,3,1870,2011,2,3/29/12 0:00,3,29,2012,1580,Good,1616,870000
1,0,6,2,1870,2008,2,6/2/00 0:00,6,2,2000,1418,Good,1616,249000
2,1,10,3,1890,2004,2,11/29/05 0:00,11,29,2005,1158,Average,451,699000
2,1,7,3,1890,2006,2,6/3/10 0:00,6,3,2010,1060,Good,602,740740
2,0,6,4,1880,2003,2,7/18/11 0:00,7,18,2011,1280,Average,632,530000
4,0,10,6,1910,2001,3,11/9/00 0:00,11,9,2000,1878,Average,1838,322000
2,0,8,3,1890,1992,2,9/12/14 0:00,9,12,2014,1838,Average,1838,272102
4,0,11,4,1890,1980,2,10/7/03 0:00,10,7,2003,1828,Good,1838,704000
2,0,6,3,1873,1987,2,6/16/99 0:00,6,16,1999,1838,Average,1838,218000
2,0,7,3,1900,1989,2,10/10/03 0:00,10,10,2003,1004,Average,447,185500
1,1,4,2,1890,2013,2,6/28/13 0:00,6,28,2013,832,Good,524,485000
1,0,4,2,1890,1991,2,8/24/12 0:00,8,24,2012,896,Average,623,416000
2,0,6,3,1890,2007,3,5/11/16 0:00,5,11,2016,1116,Good,460,725000
1,0,4,2,1890,2006,2,5/27/15 0:00,5,27,2015,720,Very Good,508,569000
1,1,4,2,1890,2012,2,12/20/12 0:00,12,20,2012,728,Good,610,465000
1,1,4,2,1890,2012,2,11/2/12 0:00,11,2,2012,1040,Good,655,505100
1,0,4,2,1890,2004,2,6/3/14 0:00,6,3,2014,816,Good,705,505000
1,1,4,2,1890,2007,2,3/23/18 0:00,3,23,2018,952,Good,801,700000
1,0,5,2,1890,2013,2,5/14/13 0:00,5,14,2013,672,Good,749,439900
1,0,4,2,1890,2005,2,7/16/12 0:00,7,16,2012,728,Good,525,474900
1,1,10,2,1990,2001,2,4/15/08 0:00,4,15,2008,802,Good,630,475000
2,0,5,2,1990,2013,2,11/17/16 0:00,11,17,2016,832,Good,603,695000
1,1,6,3,1910,2004,2,9/2/15 0:00,9,2,2015,1446,Good,1053,745000
1,1,6,3,1910,1976,2,5/24/16 0:00,5,24,2016,1382,Average,1050,375000
1,1,6,3,1910,2001,2,6/5/13 0:00,6,5,2013,1414,Good,1066,625000
1,1,6,3,1910,1976,2,12/31/15 0:00,12,31,2015,1382,Average,1054,655000
4,0,10,6,1890,1980,3,5/10/17 0:00,5,10,2017,2206,Average,1749,1170000
3,1,7,4,1890,2006,3,6/4/08 0:00,6,4,2008,2242,Good,1749,1350000
2,0,8,4,1890,1999,3,1/7/00 0:00,1,7,2000,2106,Good,1749,584000
3,1,9,6,1890,2002,3,6/18/01 0:00,6,18,2001,2455,Good,1749,569000
2,1,10,4,1905,2000,3,5/28/99 0:00,5,28,1999,2502,Good,1758,487000
4,1,10,4,1905,2011,3,3/2/10 0:00,3,2,2010,2789,Good,1758,1260000
3,1,7,3,1913,2011,2,8/22/13 0:00,8,22,2013,1628,Very Good,1710,1800000
3,1,7,4,1913,2009,2,10/3/16 0:00,10,3,2016,2048,Good,1710,1520000
2,1,9,4,1913,2006,2,10/31/06 0:00,10,31,2006,1566,Average,1710,845000
2,1,6,3,1913,1971,2,6/20/97 0:00,6,20,1997,1602,Good,1695,313750
2,1,9,5,1913,2002,2,9/25/12 0:00,9,25,2012,1602,Good,1710,1150000
2,0,8,3,1913,2008,2,9/28/17 0:00,9,28,2017,1602,Good,1710,1500000
2,1,7,5,1905,2001,2,6/26/14 0:00,6,26,2014,1632,Good,1710,1195000
6,0,16,8,1895,2000,3,2/6/13 0:00,2,6,2013,3140,Good,1910,1775000
3,1,12,5,1900,2001,3,12/2/99 0:00,12,2,1999,3324,Average,1910,800000
3,0,8,3,1909,2013,2,10/25/12 0:00,10,25,2012,1472,Good,1550,1099000
3,1,8,3,1909,2004,2,7/16/14 0:00,7,16,2014,1472,Very Good,1549,1300000
2,1,8,4,1909,2006,2,12/26/17 0:00,12,26,2017,1472,Average,1524,1150000
2,1,6,3,1880,2000,2,10/5/98 0:00,10,5,1998,1920,Good,2023,246000
2,1,10,3,1900,2014,2,4/19/16 0:00,4,19,2016,1898,Very Good,2024,1700000
5,1,11,5,1900,2007,3,1/17/17 0:00,1,17,2017,2301,Very Good,2088,2213000
5,1,12,5,1900,2004,3,8/25/05 0:00,8,25,2005,2311,Good,2087,1465000
4,0,9,5,1900,2006,3,5/26/10 0:00,5,26,2010,3400,Good,2554,1395000
3,1,9,3,1900,1990,3,9/27/94 0:00,9,27,1994,1522,Average,1445,240000
3,1,8,4,1900,2002,3,11/10/04 0:00,11,10,2004,3879,Good,2501,1275411
1,1,5,2,1900,1981,2,4/2/92 0:00,4,2,1992,2077,Average,2130,190000
2,1,9,4,1900,2005,3,7/28/14 0:00,7,28,2014,1522,Good,1474,938000
3,1,8,4,1900,2009,3,5/1/12 0:00,5,1,2012,2274,Good,2414,1210000
2,0,9,4,1890,1996,3,9/4/98 0:00,9,4,1998,2084,Good,1900,320000
2,1,7,2,1890,2009,2,10/6/98 0:00,10,6,1998,1656,Good,1168,270400
3,0,6,3,1872,2012,2,5/23/17 0:00,5,23,2017,1194,Very Good,1517,1354500
2,1,4,2,1872,2008,2,4/25/18 0:00,4,25,2018,1872,Good,1517,1363000
2,1,7,2,1870,2008,2,6/13/07 0:00,6,13,2007,1190,Good,1517,500000
1,0,6,2,1870,2010,2,6/3/10 0:00,6,3,2010,1254,Good,1517,769500
1,0,6,3,1892,2007,2,4/10/07 0:00,4,10,2007,1194,Good,1517,565000
2,0,7,2,1870,2006,2,10/1/14 0:00,10,1,2014,1194,Very Good,1517,1030000
1,1,6,2,1870,2012,2,6/7/12 0:00,6,7,2012,1310,Good,1517,738000
3,1,6,3,1890,2011,2,11/14/11 0:00,11,14,2011,1301,Good,1517,901000
1,1,6,2,1892,2003,2,5/30/01 0:00,5,30,2001,1194,Good,1517,375800
2,1,6,2,1870,2003,2,4/25/17 0:00,4,25,2017,1254,Good,1517,1100000
1,0,6,3,1890,2008,2,8/3/07 0:00,8,3,2007,1838,Good,1517,495000
3,1,5,3,1951,2011,2,3/1/00 0:00,3,1,2000,1694,Good,1517,300000
2,1,6,2,1870,2013,2,6/12/13 0:00,6,12,2013,1190,Good,1517,900000
1,1,5,2,1875,2003,2,8/5/13 0:00,8,5,2013,1346,Good,1517,890000
2,0,5,2,1870,2012,2,3/4/10 0:00,3,4,2010,1194,Good,1517,697500
1,1,5,2,1870,2010,2,2/16/11 0:00,2,16,2011,1194,Good,1517,760000
1,1,8,2,1890,2008,2,7/31/97 0:00,7,31,1997,1170,Good,1451,295000
2,1,9,3,1870,1980,2,7/12/18 0:00,7,12,2018,1324,Good,1575,1375000
1,1,7,2,1970,2007,2,7/27/17 0:00,7,27,2017,1313,Good,1567,1175000
6,0,14,7,1964,1991,3,11/8/05 0:00,11,8,2005,3591,Good,1703,2125000
3,2,10,3,1883,2013,3,12/15/11 0:00,12,15,2011,3240,Good,1534,1350000
4,1,11,5,1885,2010,3,6/5/13 0:00,6,5,2013,3132,Very Good,1398,1925000
5,1,10,5,1885,2011,3,12/15/94 0:00,12,15,1994,3120,Average,1365,366000
3,0,8,6,1900,2005,3,6/30/17 0:00,6,30,2017,2385,Good,695,1600000
4,0,11,5,1900,2007,3,11/1/17 0:00,11,1,2017,2628,Good,897,1625000
4,1,10,6,1853,2006,3,8/18/16 0:00,8,18,2016,2580,Average,868,1230000
4,1,13,6,1900,2006,3,12/7/11 0:00,12,7,2011,2640,Good,868,1050000
2,1,9,6,1900,1955,3,8/3/07 0:00,8,3,2007,2464,Good,868,1750000
4,0,8,4,1900,2004,3.5,1/3/95 0:00,1,3,1995,3208,Good,1093,675000
3,0,6,4,1890,2007,3,12/2/05 0:00,12,2,2005,1994,Good,1037,1295000
2,1,5,2,1941,1987,2,8/18/06 0:00,8,18,2006,1440,Very Good,974,845000
2,0,8,3,1901,2005,2,10/19/04 0:00,10,19,2004,1328,Good,1113,660000
3,0,9,3,1979,2007,2,7/23/14 0:00,7,23,2014,1600,Very Good,1543,1125000
3,0,12,3,1912,2011,3,5/31/17 0:00,5,31,2017,2304,Average,1890,1203000
2,1,6,3,1912,1999,3,1/27/15 0:00,1,27,2015,1600,Good,1268,795000
2,1,9,3,1900,2001,3,5/16/95 0:00,5,16,1995,1638,Average,1500,230000
5,1,11,5,1981,2004,3,3/30/18 0:00,3,30,2018,4484,Very Good,2347,2800000
4,1,10,5,1981,2009,4,9/21/07 0:00,9,21,2007,5152,Good,2347,2400000
4,1,9,4,1981,2010,4,10/6/04 0:00,10,6,2004,4672,Good,2405,2100000
4,0,12,4,1890,2000,3,2/29/00 0:00,2,29,2000,2718,Good,1719,615000
2,1,9,4,1900,1985,3,9/6/95 0:00,9,6,1995,2714,Average,1719,400000
4,1,11,5,1900,2007,3,7/3/07 0:00,7,3,2007,2796,Good,1719,1420000
2,0,7,3,1900,2008,2,7/16/03 0:00,7,16,2003,2736,Average,3312,710000
3,1,11,6,1900,2014,3,6/13/17 0:00,6,13,2017,2760,Good,1200,1775000
3,1,10,5,1885,2000,3,7/29/13 0:00,7,29,2013,2786,Good,1200,1405500
3,1,9,5,1905,2000,3,6/2/17 0:00,6,2,2017,2736,Good,1200,1776500
6,2,18,6,1961,2005,4,11/30/09 0:00,11,30,2009,10760,Excellent,5577,11984000
2,0,8,4,1909,2004,2,11/19/13 0:00,11,19,2013,1480,Good,1572,890000
3,1,6,4,1922,1980,2,6/6/00 0:00,6,6,2000,1668,Average,1649,375000
1,1,6,3,1909,2013,2,10/31/17 0:00,10,31,2017,1226,Average,941,727500
2,1,5,3,1899,2010,2,6/14/18 0:00,6,14,2018,1376,Good,889,975000
1,0,6,3,1909,2010,2,2/28/05 0:00,2,28,2005,1280,Good,1057,565000
1,1,6,3,1909,2008,2,6/16/08 0:00,6,16,2008,1668,Average,1327,581550
3,1,9,4,1890,2001,3,6/15/16 0:00,6,15,2016,2137,Good,1900,1460000
4,1,10,4,1890,2017,2,6/16/17 0:00,6,16,2017,2288,Very Good,1710,2180000
2,0,7,3,1890,1989,2,10/17/16 0:00,10,17,2016,1402,Average,1710,1200000
3,1,15,7,1900,2011,3,7/7/05 0:00,7,7,2005,3705,Good,1900,1250000
3,1,11,6,1895,1997,3,5/31/13 0:00,5,31,2013,2896,Good,1900,1455000
2,0,8,5,1890,1989,2,7/5/17 0:00,7,5,2017,2155,Good,2000,1225000
2,0,7,3,1890,1989,2,4/29/04 0:00,4,29,2004,2080,Average,2000,504700
2,1,8,4,1919,2009,2,1/29/97 0:00,1,29,1997,1974,Good,1892,232500
3,1,8,5,1919,2007,2,8/22/07 0:00,8,22,2007,2110,Average,1892,890000
3,1,6,3,1890,2010,2,7/5/13 0:00,7,5,2013,1245,Very Good,1567,1295000
4,1,9,4,1920,2008,2,10/20/15 0:00,10,20,2015,1772,Very Good,1567,1750000
