BATHRM,HF_BATHRM,ROOMS,BEDRM,AYB,YR_RMDL,STORIES,SALEDATE,SALEMONTH,SALEDAY,SALEYEAR,GBA,CNDTN,LANDAREA,PRICE
3,1,10,3,1880,2003,3,6/13/05 0:00,6,13,2005,2794,Good,2090,1264200
2,1,10,3,1890,2009,3,7/2/01 0:00,7,2,2001,2108,Good,2090,673000
2,1,8,4,1880,2011,3,4/5/12 0:00,4,5,2012,2000,Very Good,2090,1300000
1,1,9,2,1877,2007,2,8/25/09 0:00,8,25,2009,1422,Good,1824,850000
2,0,7,3,1870,2013,2,5/5/15 0:00,5,5,2015,1551,Very Good,1824,1350000
2,1,7,3,1870,2000,2,11/27/01 0:00,11,27,2001,1250,Average,1700,550000
2,1,6,3,1890,2010,2,7/8/09 0:00,7,8,2009,1483,Good,1156,862500
4,1,8,3,1816,2016,2,7/12/16 0:00,7,12,2016,1818,Very Good,1156,1895000
1,0,6,3,1880,2008,2,1/20/11 0:00,1,20,2011,1380,Good,1156,650000
4,1,8,3,1880,2002,3,4/8/03 0:00,4,8,2003,2183,Good,1156,810000
4,1,11,5,1885,2016,3,2/28/17 0:00,2,28,2017,2081,Very Good,1156,1940000
3,0,6,4,1885,2004,3,7/24/12 0:00,7,24,2012,2081,Very Good,1156,1185000
3,1,10,5,1885,2013,3,6/9/17 0:00,6,9,2017,2081,Very Good,1156,2050000
2,1,6,2,1885,2004,2.5,4/16/96 0:00,4,16,1996,2011,Average,1394,338000
2,1,9,3,1885,1999,2,12/15/03 0:00,12,15,2003,1704,Good,1394,698300
3,1,7,4,1885,2010,2,10/31/17 0:00,10,31,2017,1568,Good,1394,1337100
3,0,6,3,1985,2004,3,3/5/04 0:00,3,5,2004,1960,Average,1394,724000
3,0,6,4,1886,2007,3,8/1/11 0:00,8,1,2011,2095,Very Good,1394,1495000
4,0,8,4,1885,2006,3,1/2/18 0:00,1,2,2018,1607,Very Good,711,1600000
3,1,9,4,1885,2004,3,8/19/14 0:00,8,19,2014,1597,Very Good,728,1202750
4,1,10,5,1900,2011,3,2/9/12 0:00,2,9,2012,2208,Good,903,1360000
2,1,8,4,1900,2002,3,5/24/11 0:00,5,24,2011,2154,Very Good,903,1300000
3,1,10,4,1900,2013,3,10/4/12 0:00,10,4,2012,2129,Good,921,1120000
1,1,5,2,1911,1975,2,12/30/09 0:00,12,30,2009,1036,Good,836,580000
1,0,4,2,1953,2005,2,5/12/16 0:00,5,12,2016,702,Good,540,652900
2,0,5,2,1953,2005,2,9/12/14 0:00,9,12,2014,702,Very Good,543,675000
1,0,4,2,1910,2005,2,2/28/00 0:00,2,28,2000,700,Good,439,135000
1,0,4,2,1910,2005,2,7/12/07 0:00,7,12,2007,700,Average,448,450000
2,1,7,3,1874,2003,2,9/22/03 0:00,9,22,2003,1662,Good,1830,750000
3,1,7,5,1979,2010,3,10/20/09 0:00,10,20,2009,2430,Average,1805,890000
3,1,8,4,1979,2004,3,3/24/04 0:00,3,24,2004,2430,Good,1545,860000
2,0,6,3,1855,2008,2,5/30/14 0:00,5,30,2014,1388,Good,1574,943000
2,0,4,2,1855,2006,2,10/3/05 0:00,10,3,2005,1536,Good,1600,853500
3,1,9,5,1905,2016,3,2/20/15 0:00,2,20,2015,2440,Good,1598,1375000
1,1,6,3,1911,2005,2,4/11/17 0:00,4,11,2017,1156,Good,836,869900
3,0,10,4,1935,2008,3,1/12/05 0:00,1,12,2005,2284,Good,1833,1250000
2,1,9,4,1898,2010,3,11/6/06 0:00,11,6,2006,2160,Very Good,2345,1000000
2,1,10,5,1900,2014,3,10/2/17 0:00,10,2,2017,2186,Good,1023,1200000
3,0,9,3,1900,2016,3,8/25/09 0:00,8,25,2009,2240,Average,1023,960000
2,2,9,5,1909,2008,2,12/21/07 0:00,12,21,2007,1864,Good,1062,1167612
2,1,8,4,1908,2006,3,8/18/05 0:00,8,18,2005,2525,Average,1830,900000
4,1,12,4,1908,2004,3,4/8/94 0:00,4,8,1994,2788,Good,1830,275000
3,1,8,4,1910,2011,4,10/17/97 0:00,10,17,1997,2911,Average,1029,362500
3,1,12,6,1910,1994,4,8/31/15 0:00,8,31,2015,3647,Average,1042,1350000
4,2,8,6,1910,2003,3,12/20/02 0:00,12,20,2002,2484,Good,1680,949000
1,1,6,3,1910,1976,2,3/7/14 0:00,3,7,2014,1382,Average,1072,585000
1,1,6,3,1910,2011,2,7/12/11 0:00,7,12,2011,1382,Good,1040,582000
3,0,8,4,1900,1990,2,4/27/12 0:00,4,27,2012,2192,Average,1562,485700
2,1,12,5,1900,1980,2,5/31/01 0:00,5,31,2001,2360,Fair,1187,75000
2,1,8,3,1890,2013,2,5/6/02 0:00,5,6,2002,1812,Good,1491,370000
2,1,8,3,1890,2000,2,4/6/01 0:00,4,6,2001,1812,Average,1507,199900
2,1,6,3,1881,2000,2,11/7/14 0:00,11,7,2014,1938,Good,1547,670000
2,1,8,3,1890,2007,2,12/26/12 0:00,12,26,2012,1884,Good,1663,650000
4,0,7,3,1890,2013,2,7/31/13 0:00,7,31,2013,1742,Good,1458,700000
2,0,6,3,1890,2014,2,3/16/17 0:00,3,16,2017,1436,Good,548,1130000
2,1,6,2,1890,2006,2,5/21/07 0:00,5,21,2007,966,Good,555,425000
1,0,6,4,1890,1959,2,2/18/11 0:00,2,18,2011,966,Average,555,341910
5,0,13,6,1890,2008,3,8/4/14 0:00,8,4,2014,3768,Good,2440,1300000
2,1,8,4,1900,1977,2,10/17/16 0:00,10,17,2016,2085,Good,1637,910000
1,1,6,3,1900,2009,2,3/7/01 0:00,3,7,2001,1628,Good,1552,91677
2,0,9,4,1890,2009,2,9/30/10 0:00,9,30,2010,1616,Good,1552,599000
2,1,6,3,1900,2005,2,5/14/15 0:00,5,14,2015,1468,Good,1552,904900
3,1,7,3,1900,2012,2,10/4/12 0:00,10,4,2012,1360,Good,767,680000
4,0,7,2,1900,1964,2,11/4/14 0:00,11,4,2014,1290,Average,745,625000
2,1,7,3,1900,2013,2,5/1/13 0:00,5,1,2013,1254,Average,731,450000
1,1,8,3,1900,2007,2,5/3/04 0:00,5,3,2004,1755,Good,1233,395000
3,0,9,5,1900,2014,2,5/11/16 0:00,5,11,2016,1752,Good,1233,865000
3,1,9,5,1900,1994,2,11/21/14 0:00,11,21,2014,1852,Good,1777,878000
2,0,8,3,1900,2001,2,5/14/12 0:00,5,14,2012,1872,Average,1777,645000
1,0,8,4,1900,2009,2,4/5/17 0:00,4,5,2017,1724,Good,1777,911000
1,0,6,3,1900,2010,2,5/26/17 0:00,5,26,2017,1922,Good,1785,930000
5,1,13,7,1906,1993,3,11/17/92 0:00,11,17,1992,2427,Average,1378,150000
3,1,10,5,1906,2002,3,1/29/01 0:00,1,29,2001,2439,Good,1378,368000
3,1,8,4,1906,2005,3,1/6/05 0:00,1,6,2005,2625,Good,1378,760000
4,1,11,4,1920,1982,3,1/16/18 0:00,1,16,2018,2429,Average,1378,1200000
3,1,12,5,1906,2009,3,11/16/10 0:00,11,16,2010,2608,Good,1377,1099000
10,0,23,20,1930,2008,2,6/15/18 0:00,6,15,2018,3948,Average,6593,1900000
2,0,7,2,1890,1995,2,9/18/97 0:00,9,18,1997,1802,Average,1700,100000
2,0,8,2,1876,2006,2,12/20/12 0:00,12,20,2012,1461,Average,2000,724900
4,0,8,4,1880,2008,2,6/10/03 0:00,6,10,2003,3444,Good,1980,551000
3,0,10,4,1905,1947,3,3/29/18 0:00,3,29,2018,3899,Good,2040,1650000
2,1,9,3,1890,2002,2,6/1/05 0:00,6,1,2005,1632,Average,1785,699000
2,1,7,3,1830,2005,2,8/12/11 0:00,8,12,2011,1678,Good,1806,831800
4,0,8,4,1905,2012,2,2/8/11 0:00,2,8,2011,2754,Good,2520,941350
2,2,9,4,1895,1994,3,4/23/96 0:00,4,23,1996,2580,Good,1395,280000
4,0,14,6,1890,2008,3,12/1/16 0:00,12,1,2016,3010,Good,1395,650000
3,0,10,4,1895,2004,3,6/21/99 0:00,6,21,1999,2548,Very Good,1427,355000
2,0,11,8,1895,1995,3,5/18/94 0:00,5,18,1994,2610,Good,1415,110000
3,1,16,6,1895,2008,3,12/10/12 0:00,12,10,2012,3696,Good,1727,1550000
4,1,9,4,1887,2012,3,5/16/16 0:00,5,16,2016,2361,Very Good,1553,1675000
2,1,6,3,1910,2011,2,10/26/10 0:00,10,26,2010,1382,Average,1057,416000
1,1,6,3,1910,1976,2,3/29/12 0:00,3,29,2012,1382,Good,1058,540500
1,1,6,3,1910,1976,2,8/6/08 0:00,8,6,2008,1382,Fair,1052,350000
2,1,8,3,1910,2010,2,5/6/10 0:00,5,6,2010,1744,Good,1266,601500
2,1,8,3,1910,2006,2,8/11/15 0:00,8,11,2015,1802,Very Good,1274,899900
2,1,8,3,1910,2002,2,5/14/14 0:00,5,14,2014,1802,Good,1289,825000
2,1,8,3,1910,2001,2,4/3/02 0:00,4,3,2002,1802,Average,1271,323000
1,1,6,3,1910,2012,2,11/13/14 0:00,11,13,2014,1382,Good,1058,675000
1,1,6,2,1910,2012,2,8/6/12 0:00,8,6,2012,1382,Good,1058,605000
2,1,8,3,1910,2014,2,7/25/14 0:00,7,25,2014,1802,Good,1259,860000
1,1,7,2,1910,2003,2,2/26/03 0:00,2,26,2003,1802,Average,1266,85000
2,0,8,3,1905,2007,2,7/9/08 0:00,7,9,2008,1144,Good,825,472000
2,1,6,3,1900,2006,2,11/17/16 0:00,11,17,2016,1124,Good,840,830000
2,1,7,4,1890,2008,2,12/4/07 0:00,12,4,2007,1848,Average,1475,465000
2,1,6,3,1880,2004,2,12/4/12 0:00,12,4,2012,1132,Good,1258,545000
2,1,8,4,1915,2004,2,7/31/03 0:00,7,31,2003,1946,Good,2054,355000
1,0,6,3,1900,2011,2,2/18/11 0:00,2,18,2011,1166,Fair,560,189900
2,1,8,3,1900,2009,2,7/7/15 0:00,7,7,2015,1887,Good,1785,1062000
2,1,5,3,1900,2012,2,1/26/16 0:00,1,26,2016,2012,Good,1785,1000000
4,1,10,5,1910,2002,2,5/20/10 0:00,5,20,2010,2010,Good,1061,725000
2,1,6,2,1900,2004,2,9/12/16 0:00,9,12,2016,1160,Good,666,850000
2,0,6,3,1900,1990,2,1/23/14 0:00,1,23,2014,2080,Average,1470,674962
2,1,6,3,1900,2006,2,7/12/17 0:00,7,12,2017,1449,Very Good,1566,1092000
2,0,11,7,1900,1977,2,5/10/99 0:00,5,10,1999,2390,Average,1950,83000
1,0,8,5,1900,1982,2,4/13/16 0:00,4,13,2016,2362,Fair,1900,795000
2,1,5,3,1900,2012,2,6/25/12 0:00,6,25,2012,1320,Good,1950,667000
1,1,7,2,1900,2007,2,8/11/11 0:00,8,11,2011,1520,Average,2100,455000
4,0,12,4,1900,1940,2,4/4/17 0:00,4,4,2017,2640,Average,2100,1200000
2,1,9,3,1900,2007,2,3/18/10 0:00,3,18,2010,1860,Good,1615,583000
2,1,10,3,1900,2001,2,8/3/07 0:00,8,3,2007,1779,Very Good,1615,730000
3,1,7,3,1900,2006,2,10/6/06 0:00,10,6,2006,1579,Very Good,1615,615000
3,0,7,3,1900,2005,2,11/9/09 0:00,11,9,2009,1544,Good,1080,457000
2,2,14,4,1886,1987,3,12/4/00 0:00,12,4,2000,2358,Good,1571,435000
4,0,10,4,1886,1994,3,11/4/04 0:00,11,4,2004,2372,Good,1588,910000
1,1,6,3,1895,2009,2,5/14/09 0:00,5,14,2009,1902,Average,1431,753000
4,1,12,5,1886,2009,3,6/5/17 0:00,6,5,2017,2320,Good,1637,1659000
3,1,9,5,1909,1980,3,1/5/99 0:00,1,5,1999,2492,Average,1551,279000
3,0,8,5,1900,1982,3,3/29/02 0:00,3,29,2002,2544,Good,928,630000
4,1,14,6,1914,2008,3,5/12/14 0:00,5,12,2014,3358,Very Good,1478,1910000
1,1,6,3,1880,2002,2,3/7/03 0:00,3,7,2003,1156,Good,1193,332750
3,0,11,6,1900,2014,3,3/29/12 0:00,3,29,2012,2348,Good,1334,587000
3,1,6,5,1900,1981,2,9/21/09 0:00,9,21,2009,2048,Fair,1229,390000
3,1,8,3,1900,2017,2,11/13/17 0:00,11,13,2017,1466,Very Good,1029,1450000
3,1,9,3,1900,2012,2,9/10/12 0:00,9,10,2012,1360,Good,659,770000
2,1,7,3,1900,2012,2,5/18/18 0:00,5,18,2018,952,Very Good,545,865000
4,0,12,6,1900,2005,3,8/17/17 0:00,8,17,2017,2426,Average,1552,1250000
1,1,4,2,1900,2008,2,8/6/08 0:00,8,6,2008,896,Good,1315,316000
2,2,6,3,1900,1996,2,2/23/16 0:00,2,23,2016,868,Good,1309,727042
2,1,6,3,1890,2011,2,11/15/10 0:00,11,15,2010,1668,Good,1650,370000
3,0,7,4,1890,2005,2,1/9/07 0:00,1,9,2007,1668,Good,1650,325278
2,1,7,4,1890,2011,2,3/4/13 0:00,3,4,2013,1740,Average,1650,810000
2,0,6,3,1890,2003,2,5/17/99 0:00,5,17,1999,1632,Average,1650,225000
3,1,12,9,1900,2005,2,6/13/06 0:00,6,13,2006,1928,Good,1650,856000
3,1,6,3,1890,2013,2,11/6/17 0:00,11,6,2017,1728,Good,1650,1415000
2,0,6,2,1920,2009,2,6/15/09 0:00,6,15,2009,1440,Good,1291,185000
2,0,6,3,1909,2002,2,5/20/16 0:00,5,20,2016,1600,Average,1291,450000
2,1,7,3,1909,2016,2,5/5/17 0:00,5,5,2017,1600,Very Good,1291,750000
2,0,7,3,1909,1991,2,11/14/03 0:00,11,14,2003,1600,Average,1291,220000
2,1,7,3,1909,1959,2,12/2/10 0:00,12,2,2010,1600,Average,1291,353500
2,1,7,3,1909,2005,2,7/17/06 0:00,7,17,2006,1600,Average,1291,430000
2,1,6,3,1909,1991,2,3/15/04 0:00,3,15,2004,1920,Average,1291,225000
1,0,4,2,1900,2011,2,6/9/10 0:00,6,9,2010,792,Average,663,450000
1,0,4,2,1900,2011,2,6/9/10 0:00,6,9,2010,792,Average,663,450000
3,1,7,3,1900,2010,2,10/22/10 0:00,10,22,2010,1446,Good,1008,679000
3,0,7,3,1900,2002,2,10/23/14 0:00,10,23,2014,1390,Good,912,825000
2,1,7,3,1900,2012,2,10/20/15 0:00,10,20,2015,1366,Average,832,857000
2,1,7,4,1900,1987,2,11/24/04 0:00,11,24,2004,1528,Good,1600,530000
4,1,10,6,1911,2006,3,10/18/07 0:00,10,18,2007,3123,Good,1710,458220
2,1,6,5,1900,1991,2,5/24/04 0:00,5,24,2004,1950,Average,1710,465000
3,0,8,4,1900,2008,2,11/29/06 0:00,11,29,2006,1972,Average,1710,475000
3,1,8,4,1900,2006,2,9/12/06 0:00,9,12,2006,1576,Good,774,645000
11,1,23,11,1900,2012,2,7/3/14 0:00,7,3,2014,2832,Good,2134,1850000
2,1,9,4,1900,1996,2,11/21/96 0:00,11,21,1996,2142,Average,1398,936
2,0,7,3,1900,2005,2,2/21/03 0:00,2,21,2003,1518,Average,774,250000
1,1,6,2,1900,1988,2,3/5/14 0:00,3,5,2014,944,Good,1256,565000
2,1,7,2,1900,2011,3,8/22/17 0:00,8,22,2017,970,Good,1255,750000
1,0,5,2,1900,2010,2,10/9/03 0:00,10,9,2003,944,Average,1255,274000
3,1,7,3,1900,2011,2,12/28/11 0:00,12,28,2011,1246,Good,1105,679000
3,1,8,3,1900,2007,2,10/30/07 0:00,10,30,2007,1270,Good,1445,674000
1,0,5,2,1900,1991,2,6/2/05 0:00,6,2,2005,944,Good,978,485000
2,0,6,3,1870,2010,2,11/16/15 0:00,11,16,2015,1540,Average,1195,825000
2,0,6,2,1870,2011,2,3/16/10 0:00,3,16,2010,1044,Average,1995,260000
3,1,7,4,1900,2010,2,7/3/14 0:00,7,3,2014,1704,Good,1600,1205000
3,1,10,5,1900,1996,2,4/3/18 0:00,4,3,2018,1832,Good,1600,1350000
4,1,10,4,1900,2015,3,6/1/15 0:00,6,1,2015,2292,Good,1600,1430003
4,1,9,5,1900,2011,3,4/29/15 0:00,4,29,2015,3041,Good,1600,1605000
1,0,6,2,1895,1996,2,4/2/03 0:00,4,2,2003,1180,Average,1266,425000
1,1,6,3,1900,1995,2,5/29/03 0:00,5,29,2003,1180,Good,1266,477500
1,1,7,3,1900,1996,2,12/16/04 0:00,12,16,2004,1225,Good,1266,543000
3,1,10,3,1905,2017,2,7/20/17 0:00,7,20,2017,2322,Good,1992,1300000
2,1,10,3,1910,2010,2,9/1/11 0:00,9,1,2011,2018,Average,1850,765000
2,0,8,4,1900,2004,2,8/16/06 0:00,8,16,2006,2086,Good,1900,271014
2,0,9,5,1900,1989,3,6/8/18 0:00,6,8,2018,2808,Average,1900,1009620
3,1,10,4,1928,2008,3,11/30/12 0:00,11,30,2012,2310,Good,1900,1050000
1,0,5,3,1900,1972,2,1/20/99 0:00,1,20,1999,1408,Average,976,159900
2,1,6,3,1900,1978,2,2/20/08 0:00,2,20,2008,1380,Good,912,700000
1,1,6,3,1890,2012,2,10/17/12 0:00,10,17,2012,1632,Good,1440,657500
2,1,6,3,1890,2011,2,10/3/11 0:00,10,3,2011,1628,Good,1440,690000
2,1,5,2,1884,2003,2,1/16/15 0:00,1,16,2015,1572,Good,1440,833500
1,0,6,3,1890,2008,2,7/18/17 0:00,7,18,2017,1304,Good,1440,935000
1,0,6,3,1890,1973,2,11/17/00 0:00,11,17,2000,1304,Good,1440,150000
1,0,7,3,1890,2007,2,12/11/06 0:00,12,11,2006,1332,Average,1440,465000
1,1,6,3,1900,1989,2,11/24/09 0:00,11,24,2009,1476,Average,1478,429000
3,1,6,4,1900,2011,2,12/8/11 0:00,12,8,2011,1484,Very Good,1477,609000
1,1,6,3,1900,2001,2,4/26/05 0:00,4,26,2005,1476,Good,1477,440000
3,1,9,4,1900,2016,2,2/22/17 0:00,2,22,2017,1484,Very Good,1477,1140000
3,1,6,3,1900,1991,2,12/3/08 0:00,12,3,2008,1296,Average,1551,365980
1,1,6,3,1900,2009,2,10/6/15 0:00,10,6,2015,1672,Good,1551,787817
2,1,10,3,1900,2017,2,11/2/17 0:00,11,2,2017,1632,Good,1551,915000
2,0,5,3,1900,2011,2,12/30/15 0:00,12,30,2015,1536,Average,1551,765000
2,1,6,3,1900,1989,2,7/10/14 0:00,7,10,2014,1580,Good,1502,670000
2,0,6,3,1906,2008,2,9/30/08 0:00,9,30,2008,1622,Average,1502,260000
1,0,6,3,1906,2008,2,5/7/08 0:00,5,7,2008,1526,Average,1502,307400
3,1,6,4,1900,2016,2,10/23/17 0:00,10,23,2017,1586,Good,1521,935000
3,1,6,4,1914,2013,2,2/8/13 0:00,2,8,2013,1564,Good,1522,630500
3,1,9,5,1900,2000,2,5/1/18 0:00,5,1,2018,1794,Very Good,978,1250000
2,1,6,3,1880,2004,2,4/27/10 0:00,4,27,2010,1132,Good,1232,445000
1,1,6,2,1900,2006,2,9/11/15 0:00,9,11,2015,1072,Good,994,761000
1,0,5,1,1900,2007,2,5/15/18 0:00,5,15,2018,1004,Very Good,1003,735000
1,0,5,2,1900,1977,2,4/24/08 0:00,4,24,2008,1004,Average,993,465000
1,0,6,3,1900,1977,2,4/22/08 0:00,4,22,2008,1004,Average,999,440000
2,0,8,3,1900,1992,2,4/10/02 0:00,4,10,2002,1840,Average,1900,287000
3,1,7,5,1900,2007,3,7/6/12 0:00,7,6,2012,2165,Good,2621,755000
2,0,7,3,1900,2005,2,7/17/06 0:00,7,17,2006,3240,Good,1972,257000
5,0,10,6,1900,2000,3,5/4/18 0:00,5,4,2018,2508,Good,2394,1620000
3,1,13,6,1900,2003,3,3/7/03 0:00,3,7,2003,3850,Good,2900,650000
3,0,7,6,1900,2002,2,12/18/17 0:00,12,18,2017,1372,Good,821,900000
3,0,9,5,1900,2003,2,10/2/03 0:00,10,2,2003,1612,Good,854,519500
2,1,12,4,1900,2001,3,2/16/06 0:00,2,16,2006,1878,Good,698,712500
3,1,10,5,1900,1988,3,8/7/14 0:00,8,7,2014,3176,Good,1850,1270000
2,1,8,3,1988,2005,3,12/8/16 0:00,12,8,2016,2127,Good,1850,1110000
5,0,9,5,1910,2006,2,12/23/13 0:00,12,23,2013,3096,Good,1850,1425000
4,0,10,4,1920,2005,3,10/22/04 0:00,10,22,2004,2541,Average,1540,3550000
4,0,10,4,1920,2006,3,10/22/04 0:00,10,22,2004,2541,Average,1540,3550000
3,0,9,4,1900,1990,3,8/22/02 0:00,8,22,2002,3023,Average,1748,649000
4,1,10,4,1870,2000,3,2/24/15 0:00,2,24,2015,2387,Good,1078,1150000
1,0,4,2,1870,1980,2,5/8/06 0:00,5,8,2006,700,Average,567,399900
1,0,4,2,1870,1980,2,9/19/17 0:00,9,19,2017,700,Average,567,430000
1,0,5,2,1870,2003,2,6/23/04 0:00,6,23,2004,700,Average,567,390000
4,1,10,5,1900,2001,3,8/29/13 0:00,8,29,2013,3048,Very Good,1498,1500000
3,0,10,5,1900,1980,3,6/7/05 0:00,6,7,2005,1836,Average,738,785000
3,1,9,5,1900,2004,3,7/1/05 0:00,7,1,2005,3121,Good,1436,349865
3,1,8,4,1890,2007,3,5/21/18 0:00,5,21,2018,1956,Average,976,950000
2,0,8,3,1890,2000,3,1/25/01 0:00,1,25,2001,2036,Average,1530,219425
2,1,5,3,1890,2010,2,8/1/03 0:00,8,1,2003,1948,Good,1220,200000
2,0,6,3,1890,2006,2,6/12/08 0:00,6,12,2008,1296,Good,680,625000
2,1,8,3,1900,2011,2,4/25/17 0:00,4,25,2017,2900,Good,1883,2600000
2,0,6,2,1900,1978,2,4/26/10 0:00,4,26,2010,1178,Average,592,505000
3,0,9,4,1900,2007,3,8/8/00 0:00,8,8,2000,2670,Good,2000,339000
3,1,11,4,1900,2011,3,10/26/17 0:00,10,26,2017,3000,Good,2000,1725000
3,0,5,3,1900,1992,2,12/10/08 0:00,12,10,2008,3040,Average,2000,665000
2,1,6,3,1900,2003,2,11/28/16 0:00,11,28,2016,2680,Good,2000,1249000
2,1,7,3,1900,1989,3,3/4/03 0:00,3,4,2003,2675,Good,2000,625000
2,1,8,3,1900,2003,2,10/31/07 0:00,10,31,2007,2194,Good,2000,781000
2,0,6,3,1900,2005,2,6/6/00 0:00,6,6,2000,2036,Good,2000,254900
3,1,11,6,1900,1987,3,1/2/18 0:00,1,2,2018,3300,Average,2089,1200000
2,1,5,2,1900,1978,2,5/12/04 0:00,5,12,2004,1410,Good,2100,551000
2,0,7,3,1900,1980,2,1/28/97 0:00,1,28,1997,1864,Average,1615,105000
1,1,6,3,1900,1992,2,12/21/15 0:00,12,21,2015,1466,Very Good,1611,790000
2,1,6,3,1900,2013,2,7/7/14 0:00,7,7,2014,1622,Good,1607,675000
2,1,8,3,1900,2001,2,12/9/15 0:00,12,9,2015,1639,Good,1613,780000
2,1,7,3,1915,2000,2,5/21/15 0:00,5,21,2015,2150,Good,1808,960000
2,1,10,3,1900,2000,2,9/5/14 0:00,9,5,2014,2258,Good,1808,680000
2,1,10,3,1900,2011,2,10/14/11 0:00,10,14,2011,2136,Good,1808,572000
1,1,7,3,1900,1998,2,8/23/00 0:00,8,23,2000,1632,Good,982,160000
1,1,6,3,1900,2001,2,7/30/10 0:00,7,30,2010,1736,Good,1900,535000
2,0,6,3,1900,2001,2,5/16/18 0:00,5,16,2018,1050,Very Good,609,861450
2,1,8,4,1900,2007,2,3/22/02 0:00,3,22,2002,1314,Average,704,240000
2,1,6,3,1900,2006,2,3/17/06 0:00,3,17,2006,842,Very Good,1219,557800
2,1,6,4,1900,1996,3,2/8/02 0:00,2,8,2002,2391,Average,822,87000
3,1,7,4,1900,2014,2,2/24/14 0:00,2,24,2014,1980,Very Good,876,860000
1,0,6,2,1900,1989,2,6/11/92 0:00,6,11,1992,1320,Fair,1303,74347
2,1,8,3,1900,2010,2,12/9/10 0:00,12,9,2010,1824,Good,1357,554000
2,0,6,4,1914,2013,2,4/11/13 0:00,4,11,2013,1744,Good,975,490000
2,1,8,3,1997,2010,2,6/4/07 0:00,6,4,2007,1116,Good,900,340000
1,0,4,2,1890,2007,2,4/22/09 0:00,4,22,2009,980,Average,698,309000
1,0,6,3,1890,2012,2,1/17/12 0:00,1,17,2012,980,Average,698,351000
2,0,6,3,1890,2010,2,8/16/10 0:00,8,16,2010,980,Good,698,399999
3,0,9,4,1890,2002,2,9/6/16 0:00,9,6,2016,1890,Very Good,2687,1700000
1,1,5,2,1880,1982,2,2/1/06 0:00,2,1,2006,1374,Good,2058,777000
2,1,8,4,1899,1976,2,10/2/97 0:00,10,2,1997,1440,Average,1323,220000
3,2,6,2,1890,2000,2,3/10/06 0:00,3,10,2006,1152,Good,1394,750000
2,2,7,3,1890,2008,2,1/29/07 0:00,1,29,2007,1662,Very Good,1398,1500000
2,1,9,4,1890,2015,2,2/13/18 0:00,2,13,2018,1304,Average,850,1030000
2,1,9,4,1900,1966,2,4/10/17 0:00,4,10,2017,1274,Good,850,1006000
1,0,5,2,1908,2015,2,1/14/15 0:00,1,14,2015,1084,Good,1247,472000
3,0,9,4,1918,2006,2,2/14/12 0:00,2,14,2012,2064,Very Good,1755,1174777
2,0,6,3,1918,1968,2,12/21/94 0:00,12,21,1994,1512,Good,1324,215500
1,0,5,2,1880,2006,2,7/7/00 0:00,7,7,2000,1081,Average,1361,180000
3,1,11,4,1890,1980,2.5,1/5/01 0:00,1,5,2001,3419,Good,6169,855000
3,1,9,4,1900,1970,2,4/29/99 0:00,4,29,1999,1758,Good,2700,389000
1,1,5,2,1890,2000,2,11/4/10 0:00,11,4,2010,1548,Good,1800,530000
2,1,6,2,1880,2000,2,4/18/00 0:00,4,18,2000,2147,Good,2421,439000
1,0,5,2,1908,2003,2,9/25/12 0:00,9,25,2012,836,Good,1248,591000
1,1,5,2,1890,1962,2,5/9/00 0:00,5,9,2000,1220,Good,1000,241000
2,1,6,3,1870,1986,2,6/26/97 0:00,6,26,1997,1040,Good,1250,190000
7,2,14,7,1900,2004,3,9/22/17 0:00,9,22,2017,3716,Very Good,4493,2650000
2,1,6,3,1914,2009,2,5/12/16 0:00,5,12,2016,1772,Very Good,1659,1100000
3,1,7,4,1914,1987,2,7/7/14 0:00,7,7,2014,1772,Good,1659,997000
3,1,10,4,1941,2010,2,11/30/15 0:00,11,30,2015,1681,Good,1659,1030000
3,1,9,4,1988,2013,2,3/29/05 0:00,3,29,2005,1794,Good,2034,850000
2,0,8,3,1905,2003,3,2/25/04 0:00,2,25,2004,2184,Good,1541,675000
2,1,9,3,1905,2006,3,10/2/13 0:00,10,2,2013,2184,Good,1561,921000
2,1,7,3,1900,2005,2,4/5/16 0:00,4,5,2016,1338,Very Good,1360,908000
3,1,9,4,1900,2005,2,7/13/06 0:00,7,13,2006,1518,Very Good,1360,769000
2,0,12,4,1900,2000,2,7/3/03 0:00,7,3,2003,1178,Average,1360,330000
2,0,8,4,1900,2006,2,5/5/05 0:00,5,5,2005,1382,Good,1340,435000
3,1,8,3,1900,2004,2,2/22/05 0:00,2,22,2005,1246,Very Good,1485,505000
1,1,3,0,1895,2011,2,1/5/09 0:00,1,5,2009,1264,Average,1103,250000
2,0,8,4,1900,2011,2,8/25/15 0:00,8,25,2015,1264,Good,1183,130000
3,3,6,3,1900,2000,2,6/4/02 0:00,6,4,2002,1006,Average,1340,370000
3,1,9,4,1900,2013,2,9/19/16 0:00,9,19,2016,1522,Good,1340,850000
1,1,5,2,1900,2010,2,9/30/11 0:00,9,30,2011,900,Average,1029,359000
1,0,5,2,1900,2011,2,3/21/11 0:00,3,21,2011,786,Good,612,399000
2,0,6,3,1900,2009,3,8/11/09 0:00,8,11,2009,1356,Good,714,439000
3,1,9,3,1926,2004,2,12/15/11 0:00,12,15,2011,1246,Average,819,387000
4,0,8,3,1900,2013,2,7/15/13 0:00,7,15,2013,1162,Good,726,640000
